"NRSA_ID","MMI_BENT","BENT_MMI_COND","AGGR_ECO9_2015","STATE","ALB_X","ALB_Y","LON_DD83","LAT_DD83","YEAR","DATE_COL"
"FW08AL001",29.58,"Poor","SAP","AL",842524.867666719,1168653.67810696,-86.8881569446,33.2234153863,2009,"15Jun2009"
"FW08AL002",22.75,"Poor","SAP","AL",850717.320736525,1192050.50918418,-86.7756235789,33.4249179982,2009,"26Jun2009"
"FW08AL003",34.25,"Poor","CPL","AL",840644.806548795,995227.718635113,-87.0838133469,31.6766356078,2009,"13Aug2009"
"FW08AL004",49.65,"Good","SAP","AL",887177.119246979,1245959.91504079,-86.3236283676,33.8727306375,2009,"01Jul2009"
"FW08AL006",24.4,"Poor","SAP","AL",893620.171885748,1147963.5138704,-86.3618639019,32.9938691275,2009,"27Jun2009"
"FW08AL007",25.68,"Poor","SAP","AL",755733.242975685,1258108.83834981,-87.7379619301,34.0918046803,2009,"19Jul2009"
"FW08AL008",39.48,"Fair","SAP","AL",939822.28281573,1240937.0164801,-85.7596263615,33.7787396068,2009,"03Jul2009"
"FW08AL009",35.5,"Fair","SAP","AL",817402.982335959,1181378.76290653,-87.1454714299,33.3581166777,2009,"25Jun2009"
"FW08AL011",27.72,"Poor","SAP","AL",941963.581341142,1346552.59086934,-85.6111694073,34.7158619165,2009,"09Jun2009"
"FW08AL012",13.65,"Poor","SAP","AL",810166.855541261,1359521.858199,-87.0420279967,34.950921774,2009,"07Jun2009"
"FW08AL013",47.65,"Good","SAP","AL",969611.772825722,1185934.29209851,-85.5035713713,33.2601498251,2009,"16Jul2009"
"FW08AL014",80.53,"Good","CPL","AL",958995.059769447,1097864.77330171,-85.720314953,32.4859421767,2009,"22Jul2009"
"FW08AL015",76.57,"Good","CPL","AL",846989.108093598,929898.540503784,-87.0817517199,31.0868632678,2009,"15Aug2009"
"FW08AL016",35.87,"Fair","SAP","AL",747692.405122112,1325114.61779829,-87.7620873765,34.6950583546,2009,"12Jun2009"
"FW08AL018",28.28,"Poor","SAP","AL",894259.703534117,1141124.06269024,-86.3624686857,32.9323161068,2009,"28Jun2009"
"FW08AL019",22.4,"Poor","CPL","AL",786170.599769759,1128724.53553163,-87.5326477057,32.913830141,2009,"16Jun2009"
"FW08AL020",54.8,"Good","SAP","AL",853029.719546832,1190917.73847628,-86.7518994289,33.4128126746,2009,"08Jul2009"
"FW08AL021",69.98,"Good","CPL","AL",983240.190908495,972522.325418873,-85.6088131194,31.3438086142,2009,"12Aug2009"
"FW08AL022",46.08,"Fair","CPL","AL",749474.591995173,988320.137643375,-88.0521331098,31.6873965212,2009,"15Aug2009"
"FW08AL023",63.62,"Good","CPL","AL",842499.477267551,1049383.61051023,-87.0100826315,32.1590456075,2009,"13Aug2009"
"FW08AL024",30.82,"Fair","SAP","AL",847600.148837417,1256721.75206908,-86.7411054328,34.0037812827,2009,"15Jul2009"
"FW08AL025",32.78,"Poor","CPL","AL",1029648.13336136,1099912.45534631,-84.9669874624,32.433288853,2009,"23Jul2009"
"FW08AL026",40.6,"Poor","CPL","AL",768087.045274727,935332.309134171,-87.9034605265,31.1989281552,2009,"24Jul2009"
"FW08AL027",22.25,"Poor","CPL","AL",794410.69606307,1041055.64194488,-87.5283180524,32.1242205681,2009,"16Aug2009"
"FW08AL028",3.7,"Poor","SAP","AL",808783.508380734,1354638.58476547,-87.0622965175,34.9086292212,2009,"06Jun2009"
"FW08AL029",43.68,"Fair","SAP","AL",966024.190170299,1226418.90201711,-85.4938387699,33.6240050263,2009,"11Jul2009"
"FW08AL030",37.4,"Poor","CPL","AL",962149.729556201,1028939.72013212,-85.7660150744,31.8680651323,2009,"11Aug2009"
"FW08AL031",59.12,"Good","SAP","AL",830146.159070248,1160175.83799675,-87.0298599907,33.1583489239,2009,"07Jul2009"
"FW08AL032",69.08,"Good","CPL","AL",723343.728309478,1301965.84806316,-88.0503670334,34.5073437534,2009,"11Jun2009"
"FW08AL033",3.83,"Poor","SAP","AL",905733.382802472,1238822.85861443,-86.1307302106,33.7921442191,2009,"30Jun2009"
"FW08AL034",20.48,"Poor","CPL","AL",720095.981140539,942660.532436934,-88.4009558661,31.3001468611,2009,"25Jul2009"
"FW08AL035",18.35,"Poor","CPL","AL",785562.628634771,1165570.79836579,-87.5037758242,33.2431203595,2009,"14Jul2009"
"FW08AL036",45.82,"Fair","CPL","AL",752135.724139158,1230803.04067187,-87.80278113,33.8511661975,2009,"18Jul2009"
"FW08AL046",24.15,"Poor","SAP","AL",989478.121568903,1157303.81966157,-85.3249710542,32.9854620224,2009,"24Jul2009"
"FW08AL047",55.37,"Good","CPL","AL",816546.879020758,1137827.36766725,-87.1982608034,32.9703677702,2009,"14Aug2009"
"FW08AL051",52.37,"Fair","CPL","AL",851907.605095645,1053247.51205229,-86.9063677566,32.1855382732,2009,"16Aug2009"
"FW08AR001",48.4,"Fair","CPL","AR",494823.815447343,1465552.37575379,-90.4500669033,36.1103863091,2009,"23Jun2009"
"FW08AR002",11.67,"Poor","CPL","AR",378893.403573909,1336121.50469625,-91.8122988423,35.0086808189,2009,"08Jul2009"
"FW08AR003",54.05,"Good","SAP","AR",281719.799631658,1470831.42109828,-92.8358351813,36.244689812,2009,"14Jul2009"
"FW08AR004",35.38,"Fair","SAP","AR",165002.848878559,1273178.57447113,-94.1886220724,34.5065574531,2008,"06Sep2008"
"FW08AR006",64.78,"Good","SAP","AR",421167.273927199,1473667.81705587,-91.2701895746,36.2182961347,2009,"12Jul2009"
"FW08AR007",68.12,"Good","SAP","AR",216939.790313488,1327980.28318424,-93.6035093693,34.9860929455,2008,"27Sep2008"
"FW08AR008",29.28,"Poor","CPL","AR",330001.739323412,1269022.56159964,-92.3803390179,34.4272449709,2008,"20Sep2008"
"FW08AR009",33.9,"Poor","CPL","AR",230428.090047344,1204756.7074718,-93.4905116679,33.8813210605,2008,"13Sep2008"
"FW08AR010",31.63,"Poor","CPL","AR",549133.822430649,1414549.58977241,-89.8793286303,35.6259809245,2008,"10Sep2008"
"FW08AR012",15.12,"Poor","CPL","AR",446574.862723306,1265905.36922264,-91.1054194689,34.3527039424,2009,"06Jul2009"
"FW08AR013",15.03,"Poor","CPL","AR",349240.537034965,1182300.84469782,-92.2074763101,33.6451774034,2009,"10Jun2009"
"FW08AR014",20.18,"Poor","CPL","AR",486304.267626439,1306383.86200429,-90.6458847917,34.6950009294,2009,"19Jul2009"
"FW08AR016",61.87,"Good","SAP","AR",202377.846742621,1405105.20692553,-93.7440894876,35.6781747934,2009,"07Jun2009"
"FW08AR017",31.48,"Poor","CPL","AR",366669.657400037,1173078.4031241,-92.0226124733,33.556304426,2009,"08Jul2009"
"FW08AR019",0,"Poor","SAP","AR",239093.583646648,1322163.86467587,-93.360684914,34.9288777438,2009,"28Jun2009"
"FW08AR020",57.12,"Good","SAP","AR",234305.631106886,1225381.0097093,-93.4422595552,34.0648809096,2009,"02Jun2009"
"FW08AR022",17.92,"Poor","CPL","AR",474385.090368372,1317641.53331682,-90.7700306555,34.801419802,2009,"04Aug2009"
"FW08AR024",44.87,"Fair","CPL","AR",197171.014145173,1174407.60675393,-93.8600077373,33.6170337305,2009,"23Jun2009"
"FW08AR025",29.82,"Poor","SAP","AR",364334.414247129,1473292.72063075,-91.9077675237,36.2384951311,2009,"25Jun2009"
"FW08AR026",22.12,"Poor","CPL","AR",499322.255260647,1401016.64735094,-90.44201227,35.5326437088,2009,"20Jul2009"
"FW08AR027",6.25,"Poor","CPL","AR",421332.51103435,1375964.5507307,-91.3223004824,35.3466555956,2009,"30Jun2009"
"FW08AR028",20.33,"Poor","CPL","AR",440514.660496562,1274718.26329039,-91.1668175575,34.4341925301,2009,"07Jul2009"
"FW08AR030",40.25,"Poor","CPL","AR",285861.941253986,1259390.22128456,-92.8675944845,34.3551722217,2009,"25Jun2009"
"FW08AR031",64.57,"Good","SAP","AR",324819.534304271,1368283.1307112,-92.395854891,35.3156506097,2009,"27Aug2009"
"FW08AR032",15.8,"Poor","SAP","AR",167006.031864813,1376290.39528415,-94.1445391545,35.4276630188,2009,"09Jun2009"
"FW08AR035",28.42,"Poor","SAP","AR",253924.246945834,1416616.73264466,-93.1659806993,35.7686294133,2008,"27Aug2008"
"FW08AR036",35.72,"Poor","CPL","AR",148987.539814832,1167558.91852705,-94.3841128624,33.564254781,2009,"29Jun2009"
"FW08AR037",37.77,"Poor","CPL","AR",438052.082373231,1461762.55185962,-91.0878052749,36.1044868577,2009,"11Aug2009"
"FW08AR041",0,"Poor","SAP","AR",303075.213924033,1484445.97020152,-92.5906944465,36.3595761801,2009,"13Jul2009"
"FW08AR042",28.57,"Poor","CPL","AR",476894.297028113,1314710.79882192,-90.744208672,34.7740229751,2009,"04Aug2009"
"FW08AR043",35.55,"Poor","CPL","AR",411934.900619979,1343258.90676242,-91.4438666962,35.0588228085,2009,"28Jul2009"
"FW08AR044",15.37,"Poor","SAP","AR",232970.181164472,1340578.26109548,-93.422735301,35.094898206,2009,"27May2009"
"FW08AR052",43.45,"Fair","CPL","AR",201508.76137848,1110678.30603065,-93.8287447806,33.0455374746,2009,"27Jul2009"
"FW08AR053",37.68,"Poor","CPL","AR",469192.081035775,1483615.15949206,-90.7257149253,36.2844285073,2009,"12Aug2009"
"FW08AR057",5.68,"Poor","SAP","AR",347038.574561079,1452924.07268442,-92.1111697221,36.0632669996,2009,"17Aug2009"
"FW08AR060",10.1,"Poor","SAP","AR",149623.869460766,1373310.22322455,-94.3381947174,35.403915827,2009,"18Aug2009"
"FW08AR067",46.72,"Fair","CPL","AR",459259.514046126,1229027.28018646,-90.9879448279,34.0173346669,2008,"13Aug2008"
"FW08AR069",30.38,"Poor","SAP","AR",359652.240271582,1459235.99897943,-91.9669907603,36.1148864859,2009,"14Jun2009"
"FW08AR070",13.25,"Poor","SAP","AR",393962.480534304,1393265.81216897,-91.6168691441,35.5127034574,2009,"23Jul2009"
"FW08AR072",0,"Poor","CPL","AR",307304.856776004,1138707.55210509,-92.6790087607,33.2691479949,2009,"15Jun2009"
"FW08AR073",42.45,"Fair","SAP","AR",253463.635173747,1490547.62730475,-93.1463487696,36.4286116622,2009,"02Jun2009"
"FW08AR078",14.68,"Poor","CPL","AR",503131.389199739,1311743.15480072,-90.4575967147,34.7342162376,2008,"25Aug2008"
"FW08AR080",43.47,"Fair","SAP","AR",221901.924600927,1406409.86540735,-93.5261696218,35.6854853478,2009,"25Aug2009"
"FW08AR084",41.93,"Fair","CPL","AR",228834.372789063,1203789.79607464,-93.5081361891,33.8730461342,2009,"24Jun2009"
"FW08AR087",22.8,"Poor","CPL","AR",445716.795063253,1194382.08417526,-91.1547405856,33.713979063,2008,"30Jul2008"
"FW08AR088",52.75,"Fair","CPL","AR",321283.767747463,1132514.91767797,-92.5305145643,33.2092421999,2009,"16Jun2009"
"FW08AR094",33.28,"Poor","CPL","AR",308787.814415259,1209183.64010501,-92.6360474308,33.8992529079,2009,"17Jun2009"
"FW08AR099",65.7,"Good","SAP","AR",279490.776627909,1411405.04393047,-92.8827383095,35.7149539772,2009,"31May2009"
"FW08AR111",11.45,"Poor","SAP","AR",342706.626568336,1364534.47708808,-92.1992513899,35.2759561279,2009,"01Jun2009"
"FW08AR112",26.4,"Poor","SAP","AR",200130.478330159,1295705.11426976,-93.7973910191,34.7013002924,2009,"19May2009"
"FW08AR114",32.38,"Fair","SAP","AR",303178.920686896,1295872.40829064,-92.6639625057,34.6759509968,2009,"19May2009"
"FW08AR116",29.52,"Poor","CPL","AR",184846.173055554,1132472.47482193,-94.0032957176,33.2440058356,2009,"26Jul2009"
"FW08AR122",19.88,"Poor","CPL","AR",519706.696152825,1373437.87010757,-90.2342609182,35.2758404106,2009,"29Jun2009"
"FW08AR124",17.83,"Poor","SAP","AR",163830.766083391,1336169.1301838,-94.1883048577,35.069771259,2009,"20May2009"
"FW08AR133",16.98,"Poor","SAP","AR",412641.290474462,1435883.15257711,-91.3863698128,35.8850423796,2009,"27Jul2009"
"FW08AR141",32.87,"Poor","CPL","AR",432396.774362661,1180118.74592093,-91.3069501814,33.5924362499,2009,"13Jul2009"
"FW08AR142",33.25,"Fair","SAP","AR",255206.102858319,1260882.86342397,-93.202826833,34.3770681697,2009,"28May2009"
"FW08AR145",3.75,"Poor","CPL","AR",478534.766472177,1495425.62968668,-90.6133969853,36.3850292083,2009,"22Jul2009"
"FW08AR146",34.28,"Fair","SAP","AR",235995.336121977,1225616.69976651,-93.4237535741,34.066580582,2009,"01Jun2009"
"FW08AR147",10.32,"Poor","SAP","AR",276024.450388588,1322502.28665561,-92.9531519964,34.9220272174,2009,"20May2009"
"FW08AR148",36.35,"Fair","SAP","AR",204856.172488549,1252222.02793335,-93.7566946073,34.3115729214,2009,"27May2009"
"FW08AR151",19.57,"Poor","CPL","AR",398815.363852409,1235223.89771198,-91.6435015777,34.0993565158,2009,"08Jun2009"
"FW08AR153",26.98,"Poor","SAP","AR",322465.987697622,1489463.02806405,-92.370618058,36.397926563,2009,"15Jun2009"
"FW08AR161",30.27,"Poor","CPL","AR",475713.993403252,1460980.72775217,-90.6668177884,36.0793967582,2009,"22Jun2009"
"FW08AR177",6.75,"Poor","SAP","AR",167706.706112037,1488318.76927499,-94.1120330601,36.4278171699,2009,"10Aug2009"
"FW08AR179",0,"Poor","SAP","AR",349551.625811904,1383968.28666606,-92.1146143835,35.4469753571,2009,"28Jul2009"
"FW08AR188",11.25,"Poor","SAP","AR",171418.86049908,1328459.30257078,-94.1061137784,34.9995564561,2009,"04Aug2009"
"FW08AR192",12.17,"Poor","SAP","AR",162902.027645209,1245183.57397356,-94.2174430111,34.2565777527,2009,"23Aug2009"
"FW08AR205",35.75,"Poor","CPL","AR",446686.588935256,1150432.17219854,-91.1684852408,33.3205345224,2008,"28Jul2008"
"FW08AR236",3.68,"Poor","SAP","AR",171860.679500408,1372115.21769903,-94.0915490406,35.389509457,2009,"05Aug2009"
"FW08AR255",11.43,"Poor","SAP","AR",262071.008259592,1360015.86304081,-93.0944200311,35.2610228543,2009,"23Jul2009"
"FW08AR274",23.13,"Poor","CPL","AR",518375.881935296,1338081.77715746,-90.272600378,34.9611709796,2008,"28Aug2008"
"FW08AR276",14.55,"Poor","SAP","AR",228486.993618593,1369723.21546021,-93.4637046045,35.356313535,2009,"03Aug2009"
"FW08AR307",5.75,"Poor","SAP","AR",152910.500767189,1374053.93886165,-94.301551654,35.410040226,2009,"29Sep2009"
"FW08AR311",24.37,"Poor","CPL","AR",322358.57413615,1127763.45285278,-92.5207959288,33.1663556672,2009,"03Oct2009"
"FW08AR320",16.67,"Poor","SAP","AR",398544.445482959,1429661.80999456,-91.5470049295,35.8355468626,2009,"06Oct2009"
"FW08AZ003",38.13,"Fair","WMT","AZ",-1369639.15751543,1345086.74034934,-111.036743715,34.1925999441,2009,"23Jun2009"
"FW08AZ004",45.48,"Fair","XER","AZ",-1563134.22728788,1396388.93566136,-113.218831098,34.3525910727,2009,"05Jun2009"
"FW08AZ005",26.93,"Poor","WMT","AZ",-1222047.08038949,1291210.58600246,-109.356450686,33.9124499093,2009,"30May2009"
"FW08AZ006",34.35,"Poor","WMT","AZ",-1231498.91300662,1275340.58584235,-109.434030838,33.7599413843,2009,"30May2009"
"FW08AZ007",55.25,"Fair","XER","AZ",-1427834.78119143,1573045.88858607,-112.083704062,36.1178128015,2009,"16Oct2009"
"FW08AZ008",21.6,"Poor","XER","AZ",-1223754.36815395,1174013.37090286,-109.198132125,32.8710070307,2009,"05May2009"
"FW08AZ009",20.2,"Poor","XER","AZ",-1409656.042073,1566535.90851322,-111.870611311,36.0876646106,2009,"14Oct2009"
"FW08AZ013",23.13,"Poor","XER","AZ",-1402647.06841479,1604631.22790526,-111.864092584,36.4334622313,2009,"11Oct2009"
"FW08AZ019",2.67,"Poor","XER","AZ",-1412464.64634541,1150252.56442766,-111.160629541,32.4088212237,2009,"26May2009"
"FW08AZ022",69.4,"Good","XER","AZ",-1244389.00814387,1224607.04612394,-109.494702955,33.2939508506,2009,"18May2009"
"FW08AZ024",46.73,"Fair","XER","AZ",-1276384.59789901,1373738.13487776,-110.074570891,34.5731015775,2009,"17Jun2009"
"FW08AZ028",51.82,"Good","WMT","AZ",-1435919.76558172,1394330.18367464,-111.840670735,34.5313518445,2009,"03Jun2009"
"FW08AZ034",19.08,"Poor","XER","AZ",-1531208.61751573,1588111.00231234,-113.25407424,36.0891935102,2009,"24Oct2009"
"FW08AZ044",10.63,"Poor","WMT","AZ",-1461736.29128784,1365636.75287765,-112.067097185,34.2397540506,2009,"21Apr2009"
"FW08AZ045",28.58,"Poor","XER","AZ",-1460407.72699436,1599507.29316737,-112.494615034,36.3010087757,2009,"19Oct2009"
"FW08AZ048",19.38,"Poor","WMT","AZ",-1472580.84815215,1440931.87811344,-112.324784095,34.8868360854,2009,"04Jun2009"
"FW08AZ050",26.53,"Poor","XER","AZ",-1576315.36923827,1684509.27220555,-113.953447159,36.8608760044,2009,"12Jul2009"
"FW08AZ057",8.33,"Poor","XER","AZ",-1405480.39749617,1568954.22935701,-111.828958674,36.1151486052,2009,"13Oct2009"
"FW08AZ062",29.45,"Poor","XER","AZ",-1706495.20809838,1324055.30467094,-114.605302179,33.4763421243,2009,"02Jul2009"
"FW08AZ073",9.52,"Poor","XER","AZ",-1421429.83075749,1564924.26845155,-111.997660327,36.0559301169,2009,"15Oct2009"
"FW08AZ074",28.08,"Poor","XER","AZ",-1717469.34460611,1300616.24188027,-114.672328948,33.251303555,2009,"03Jul2009"
"FW08AZ075",81.05,"Good","XER","AZ",-1229433.9684319,1201229.81335054,-109.299405017,33.1054438322,2009,"21May2009"
"FW08AZ077",14.15,"Poor","XER","AZ",-1404665.45515808,1592010.04411029,-111.862892311,36.3193568888,2009,"12Oct2009"
"FW08AZ087",80.3,"Good","XER","AZ",-1368321.30478487,1279832.10012294,-110.91103343,33.6177200045,2009,"29Jun2009"
"FW08AZ090",6.35,"Poor","XER","AZ",-1697050.03072098,1235175.58735205,-114.320407604,32.7113681812,2009,"23Apr2009"
"FW08AZ093",6.17,"Poor","XER","AZ",-1373415.73662863,1646709.68935458,-111.616944109,36.8469470909,2009,"09Oct2009"
"FW08AZ098",13.02,"Poor","XER","AZ",-1536534.38578983,1590143.92121615,-113.31689753,36.0984444582,2009,"25Oct2009"
"FW08AZ100",63.53,"Good","XER","AZ",-1399654.8655824,1313811.07657571,-111.305821741,33.8736257024,2009,"28Jun2009"
"FW08AZ107",24.9,"Poor","XER","AZ",-1216802.16170738,1155998.40030055,-109.097495611,32.7196708495,2009,"06May2009"
"FW08AZ109",21.9,"Poor","XER","AZ",-1463873.89559894,1611408.7893617,-112.556161015,36.4003065256,2009,"20Oct2009"
"FW08AZ134",56.03,"Fair","XER","AZ",-1278271.26579312,1184323.55708485,-109.794078579,32.8933243305,2009,"04May2009"
"FW08AZ139",74.18,"Good","XER","AZ",-1230776.36278842,1191898.80006989,-109.299703385,33.0209818145,2009,"07May2009"
"FW08AZ155",47.85,"Fair","XER","AZ",-1244682.74048211,1201434.53384461,-109.462485505,33.0880874711,2009,"20May2009"
"FW08AZ171",46.33,"Fair","WMT","AZ",-1200914.58074028,1261562.32459695,-109.084092356,33.6758800112,2009,"19May2009"
"FW08AZ194",5.88,"Poor","XER","AZ",-1416747.77028606,1055426.63932261,-111.046043279,31.5623542877,2009,"27May2009"
"FW08AZ260",13.03,"Poor","WMT","AZ",-1274000.79478906,1351098.29097457,-110.012123092,34.375984075,2009,"18Jun2009"
"FW08CA001",63.9,"Good","XER","CA",-1875376.25789891,1391777.42977822,-116.549748787,33.760551103,2008,"04Jun2008"
"FW08CA002",33.68,"Poor","XER","CA",-2283621.75241911,2043329.67618581,-122.788200563,38.5040808144,2009,"02Jun2009"
"FW08CA004",29.45,"Poor","XER","CA",-2167043.61208912,2030412.57817357,-121.447195352,38.675423055,2008,"29Jul2008"
"FW08CA005",84.72,"Good","XER","CA",-2242010.79037308,2140732.95812634,-122.637233018,39.4420018861,2009,"06Jul2009"
"FW08CA006",45.08,"Fair","WMT","CA",-2039029.31542288,2002957.75483284,-119.92925401,38.7320763382,2008,"31Jul2008"
"FW08CA007",73.9,"Good","XER","CA",-2161195.35639022,1573555.38265848,-120.054009058,34.7476835215,2008,"23Jul2008"
"FW08CA008",54.02,"Good","WMT","CA",-2264607.77208622,2285662.70808664,-123.374075492,40.6271139737,2009,"23Jun2009"
"FW08CA009",55.47,"Good","WMT","CA",-2035146.41653327,1880469.31737335,-119.536861407,37.6817086617,2009,"12Aug2009"
"FW08CA010",79.62,"Good","WMT","CA",-2172715.71907812,2419222.01881282,-122.764263958,42.0028565177,2008,"03Sep2008"
"FW08CA011",70.72,"Good","XER","CA",-2001655.25364058,1944749.25184446,-119.343923189,38.3108173419,2008,"21Aug2008"
"FW08CA012",43.77,"Fair","WMT","CA",-2095560.68292158,1534907.60648964,-119.249705372,34.5573287642,2008,"22Jul2008"
"FW08CA013",71.47,"Good","WMT","CA",-2306680.54911484,2352465.95255987,-124.085849488,41.0903570235,2008,"09Sep2008"
"FW08CA015",26.58,"Poor","WMT","CA",-1899542.41722462,1298666.71894741,-116.588742169,32.8996194696,2008,"03Jun2008"
"FW08CA016",71.95,"Good","XER","CA",-2226245.20009168,1890170.53382255,-121.674898365,37.3287798141,2008,"24Jul2008"
"FW08CA017",46.5,"Fair","XER","CA",-2028741.27655416,1795900.43895703,-119.231414645,36.9637051376,2008,"19Aug2008"
"FW08CA020",22.9,"Poor","WMT","CA",-2254867.17359049,2363535.81806284,-123.527959745,41.3185285221,2008,"18Sep2008"
"FW08CA022",44.75,"Fair","XER","CA",-2080635.69805043,1508086.42189875,-119.019880775,34.356713227,2009,"27May2009"
"FW08CA031",52.6,"Fair","XER","CA",-2292306.28203881,2082298.13767551,-123.011192386,38.8162717099,2008,"15Sep2008"
"FW08CA035",36.35,"Poor","XER","CA",-2178694.76985503,2049077.02002162,-121.635207053,38.8083623761,2008,"10Sep2008"
"FW08CA036",58.8,"Good","WMT","CA",-2223377.39196016,2294020.97930019,-122.930016275,40.802472332,2009,"22Jun2009"
"FW08CA038",24.87,"Poor","XER","CA",-2037806.52974027,1505467.93734391,-118.557053718,34.4249399595,2009,"26May2009"
"FW08CA040",34.67,"Poor","WMT","CA",-2247712.69814208,2387184.20204114,-123.526732128,41.539260575,2008,"20Sep2008"
"FW08CA044",12,"Poor","WMT","CA",-2016209.85077198,2316276.35572316,-120.604585892,41.489630549,2008,"05Sep2008"
"FW08CA046",67.82,"Good","WMT","CA",-2103861.9924361,2105154.40633367,-120.964449707,39.466737201,2009,"20Jul2009"
"FW08CA054",57.03,"Good","XER","CA",-2166004.05270912,2209644.0153095,-121.997419677,40.2190040809,2009,"21Sep2009"
"FW08CA056",25.83,"Poor","WMT","CA",-2282823.6016673,2388046.97186427,-123.935564839,41.4563960639,2008,"19Sep2008"
"FW08CA059",42.13,"Fair","WMT","CA",-2113101.86226839,2169782.49546697,-121.268225481,40.0019052264,2008,"07Sep2008"
"FW08CA061",18.2,"Poor","XER","CA",-2172173.8139984,1906456.38751194,-121.128761265,37.596376061,2008,"12Sep2008"
"FW08CA063",30.92,"Poor","WMT","CA",-2306473.56099293,2262077.32784843,-123.771013004,40.3184389532,2008,"16Sep2008"
"FW08CA067",59.28,"Good","XER","CA",-2162654.64751799,2017231.25208924,-121.35774516,38.5723422143,2008,"09Sep2008"
"FW08CA068",53.1,"Good","WMT","CA",-2188403.69523815,2405188.36768836,-122.899734757,41.843310693,2008,"21Sep2008"
"FW08CA075",60.9,"Good","WMT","CA",-2097820.30659308,2154414.70163073,-121.046559724,39.9052137555,2008,"23Sep2008"
"FW08CA097",76.47,"Good","XER","CA",-2001705.38587006,1940175.74122323,-119.331650795,38.2711292561,2009,"10Aug2009"
"FW08CA102",34.17,"Poor","WMT","CA",-2321156.91619508,2313989.51526081,-124.11739266,40.7240029407,2009,"19Aug2009"
"FW08CA116",62.05,"Good","WMT","CA",-2216835.81596878,2352284.52640758,-123.050514588,41.3183572402,2009,"08Jul2009"
"FW08CA132",69.93,"Good","WMT","CA",-2166103.9056889,2411675.66019034,-122.661632178,41.9544406917,2009,"07Jul2009"
"FW08CA139",58.2,"Good","WMT","CA",-2102711.65010369,2120151.44487639,-120.99716065,39.5986288489,2009,"24Jun2009"
"FW08CA145",71.78,"Good","XER","CA",-1971975.64676928,1851165.22365742,-118.754791251,37.5638806372,2009,"11Aug2009"
"FW08CA155",35.57,"Poor","XER","CA",-2275995.73775613,1990389.54195111,-122.534447211,38.0690664948,2009,"01Jun2009"
"FW08CA168",68.82,"Good","WMT","CA",-2288690.88252095,2412292.67678221,-124.088450161,41.6484625314,2009,"18Aug2009"
"FW08CA170",77.63,"Good","WMT","CA",-2134881.05472018,2184479.21049789,-121.562501784,40.0770442444,2009,"09Jul2009"
"FW08CA199",58.53,"Good","XER","CA",-2283186.46530026,2081274.52917117,-122.90606754,38.8302773091,2009,"04Jun2009"
"FW08CA207",51.1,"Good","WMT","CA",-2315158.73190746,2239895.89459258,-123.793817041,40.1065095357,2009,"03Jun2009"
"FW08CA222",75.82,"Good","WMT","CA",-2109134.68300428,2087208.66704156,-120.96950119,39.2998873995,2009,"15Jun2009"
"FW08CO001",51.63,"Fair","XER","CO",-1101566.97855406,1664849.951055,-108.593279056,37.3658835385,2008,"11Jul2008"
"FW08CO003",72.33,"Good","XER","CO",-1073401.64099907,1928508.23176571,-108.674724606,39.7308760879,2008,"15Jul2008"
"FW08CO004",25.03,"Fair","SPL","CO",-775172.804079903,1919020.66504169,-105.168442087,39.9519955654,2009,"21Jul2009"
"FW08CO006",47.25,"Fair","XER","CO",-993427.675749202,1908265.21627006,-107.711018473,39.6430304028,2008,"16Jul2008"
"FW08CO007",19.97,"Poor","SPL","CO",-659564.606959321,1788892.40938906,-103.683483569,38.8867332068,2009,"22Jul2009"
"FW08CO010",48.63,"Good","SPL","CO",-765105.191324408,1849643.19877529,-104.972838848,39.3442800021,2008,"02Jul2008"
"FW08CO012",21.67,"Poor","WMT","CO",-764933.269418586,1838042.94601134,-104.958048823,39.241380898,2008,"30Jun2008"
"FW08CO013",48.53,"Good","SPL","CO",-642822.455421292,1665058.76874696,-103.37749334,37.7972004902,2008,"28Jul2008"
"FW08CO014",19.97,"Poor","SPL","CO",-766375.125343371,1911473.3312895,-105.056538326,39.89246561,2008,"18Jun2008"
"FW08CO015",75.1,"Good","SPL","CO",-775282.081006235,1946015.96980266,-105.200542134,40.1917151793,2009,"04Jun2009"
"FW08CO017",51.8,"Good","WMT","CO",-917830.026923754,2049069.30285674,-107.019606938,40.9714671199,2008,"11Sep2008"
"FW08CO019",42.83,"Good","SPL","CO",-755658.500752387,1853783.44695815,-104.867214874,39.3889597441,2008,"01Jul2008"
"FW08CO020",9.98,"Poor","SPL","CO",-550252.321380202,1688467.75613226,-102.336377714,38.0650592532,2008,"29Jul2008"
"FW08CO021",36.68,"Poor","XER","CO",-1078227.57049716,1958244.35092241,-108.777957421,39.988123832,2008,"14Jul2008"
"FW08CO023",33.98,"Poor","WMT","CO",-991985.070711425,1785024.33444303,-107.518958178,38.5532085573,2009,"17Aug2009"
"FW08CO025",39.72,"Poor","XER","CO",-1062732.41776304,1829235.10312897,-108.398139022,38.8653133265,2008,"15Aug2008"
"FW08CO027",33.67,"Poor","WMT","CO",-890487.334874692,1865328.35058993,-106.452434438,39.3693644798,2008,"02Sep2008"
"FW08CO028",17.27,"Poor","SPL","CO",-664414.019792818,1645113.53844468,-103.605970126,37.6046199223,2009,"16Jun2009"
"FW08CO029",69.57,"Good","WMT","CO",-944322.852860841,1684684.27738332,-106.838169408,37.7140686817,2009,"08Oct2009"
