"NRSA_ID","MMI_BENT","BENT_MMI_COND","AGGR_ECO9_2015","STATE","ALB_X","ALB_Y","LON_DD83","LAT_DD83","YEAR","DATE_COL"
"FW08NC050",23.33,"Poor","CPL","NC",1680589.05917005,1660635.50573611,-76.9434492502,36.4716993554,2009,"04Jun2009"
"FW08NC055",49.3,"Good","SAP","NC",1292153.45266132,1599927.31004061,-81.3732553831,36.549571048,2009,"20Jun2009"
"FW08NC061",7.85,"Poor","SAP","NC",1591790.14364013,1552506.90884113,-78.1534421136,35.6772781999,2009,"13Jun2009"
"FW08NC079",1.97,"Poor","SAP","NC",1384713.45042457,1456333.6058454,-80.6044344392,35.1530350117,2009,"10Jul2009"
"FW08NC083",19.53,"Poor","CPL","NC",1555678.65877336,1415756.37001198,-78.823375839,34.5349674932,2009,"14Jul2009"
"FW08NC086",54.5,"Good","SAP","NC",1241177.10219458,1516232.67438053,-82.079599339,35.8788048464,2009,"24Jun2009"
"FW08NC096",9.83,"Poor","SAP","NC",1392929.62217177,1550970.93145561,-80.3428983369,35.9752436521,2009,"11Jul2009"
"FW08NC102",36.05,"Fair","SAP","NC",1190444.05394741,1504244.83249138,-82.6597333474,35.8376048632,2009,"25Jun2009"
"FW08NC116",7.85,"Poor","SAP","NC",1358339.72801294,1493778.44420309,-80.8267700596,35.5210167321,2009,"14Jul2009"
"FW08NC117",13.53,"Poor","SAP","NC",1525391.86363144,1570674.4909165,-78.8451334468,35.9453853016,2009,"16Jul2009"
"FW08NC120",44.9,"Fair","SAP","NC",1581234.25448781,1612776.93408792,-78.1435452505,36.2236428655,2009,"17Jul2009"
"FW08NC139",10.28,"Poor","SAP","NC",1459637.87364579,1559648.32972369,-79.5908672241,35.9516063201,2009,"13Jul2009"
"FW08NC145",25.17,"Poor","SAP","NC",1467825.94216803,1566130.43412936,-79.4881181866,35.9960242778,2009,"15Jul2009"
"FW08NC158",40.27,"Poor","CPL","NC",1679052.66159853,1560275.44283866,-77.1827820496,35.5959533909,2009,"15Jul2009"
"FW08ND001",55.63,"Fair","NPL","ND",-375620.42208002,2609709.84166591,-100.872798915,46.3895869633,2008,"20Aug2008"
"FW08ND002",34.2,"Poor","NPL","ND",-581319.411117014,2640591.48706007,-103.563848254,46.5462711058,2009,"17Jun2009"
"FW08ND003",24.75,"Poor","TPL","ND",-369748.904711045,2794725.52904635,-100.920937744,48.0633785563,2008,"11Sep2008"
"FW08ND004",46.52,"Good","TPL","ND",-66510.3676518719,2718833.84288296,-96.8766190531,47.4597448279,2008,"06Sep2008"
"FW08ND005",79.02,"Good","NPL","ND",-440542.11186974,2635490.08662006,-101.733272997,46.5891563175,2008,"30Jul2008"
"FW08ND006",43.42,"Fair","NPL","ND",-576858.87283089,2680557.8790338,-103.547265709,46.9091838923,2008,"06Aug2008"
"FW08ND007",36.73,"Fair","TPL","ND",-153896.070956635,2881233.14645399,-98.0748477103,48.921086356,2008,"18Sep2008"
"FW08ND010",31.88,"Poor","NPL","ND",-470655.502883946,2716719.09216986,-102.192903194,47.3045788544,2008,"21Jul2008"
"FW08ND011",48.02,"Good","TPL","ND",-117275.631878763,2799698.96868264,-97.563150706,48.1866206415,2009,"19Aug2009"
"FW08ND012",29.03,"Poor","NPL","ND",-435281.567710406,2573155.87191485,-101.617080815,46.030884968,2008,"19Aug2008"
"FW08ND013",33.57,"Poor","NPL","ND",-480274.206002386,2625653.95067347,-102.240531922,46.4780038836,2008,"31Jul2008"
"FW08ND015",50.97,"Fair","NPL","ND",-525977.200806866,2685678.54968832,-102.888849087,46.9902018772,2008,"09Jul2008"
"FW08ND016",42.37,"Good","TPL","ND",-151891.923128341,2863719.75704746,-98.0427612885,48.7621745618,2009,"11Aug2009"
"FW08ND017",68.32,"Good","NPL","ND",-441800.003286942,2709496.31114417,-101.808396545,47.255847423,2008,"17Jul2008"
"FW08ND018",24.57,"Poor","NPL","ND",-508951.109730784,2727573.87623889,-102.705253323,47.3790631684,2008,"22Jul2008"
"FW08ND020",31.68,"Fair","TPL","ND",-107252.604773524,2570547.49360307,-97.3850634761,46.1162931146,2009,"13Aug2009"
"FW08ND021",29.77,"Poor","NPL","ND",-475057.219898857,2697614.3320709,-102.234188538,47.1295790306,2008,"23Jul2008"
"FW08ND022",45.02,"Fair","NPL","ND",-460222.115150715,2700064.03147591,-102.042080645,47.1603376628,2008,"13Aug2008"
"FW08ND023",71.23,"Good","TPL","ND",-127552.326710234,2798678.42736994,-97.6998560261,48.175760222,2009,"18Aug2009"
"FW08ND024",51.3,"Fair","NPL","ND",-425192.197918591,2593749.49787917,-101.502546328,46.2214899651,2008,"12Aug2008"
"FW08ND026",39.82,"Poor","NPL","ND",-578494.553208338,2626098.32625184,-103.512370169,46.4179424037,2008,"01Jul2008"
"FW08ND027",24.78,"Poor","TPL","ND",-101512.995887447,2723936.27207794,-97.3388571286,47.5022327473,2008,"15Sep2008"
"FW08ND028",57.85,"Good","NPL","ND",-391203.801874375,2656034.39723624,-101.106840897,46.7997200285,2008,"25Jun2008"
"FW08ND029",36.47,"Poor","NPL","ND",-588341.751661359,2800051.24880645,-103.825286758,47.9787139854,2008,"10Sep2008"
"FW08ND031",24.75,"Poor","TPL","ND",-91508.3068553494,2641927.0105905,-97.1933385796,46.7620789315,2008,"12Sep2008"
"FW08ND032",34.87,"Poor","NPL","ND",-341669.56428924,2624142.40153587,-100.441781902,46.5346401707,2008,"23Jun2008"
"FW08ND033",43.67,"Fair","NPL","ND",-389573.962569524,2683296.94561339,-101.104703833,47.0464589283,2008,"08Jul2008"
"FW08ND034",39.12,"Poor","NPL","ND",-552173.622254297,2572925.07154589,-103.12024392,45.9582850906,2008,"30Jun2008"
"FW08ND035",38.07,"Fair","TPL","ND",-107588.364471911,2827333.08346793,-97.439630337,48.4388713541,2008,"17Sep2008"
"FW08ND036",41.2,"Poor","NPL","ND",-470560.206825138,2577959.79326639,-102.075098492,46.0545469103,2008,"05Aug2008"
"FW08ND038",46.62,"Fair","NPL","ND",-410231.330292509,2717852.6453122,-101.400522105,47.3481367933,2009,"05Aug2009"
"FW08ND039",4.17,"Poor","TPL","ND",-88174.94886111,2791904.9550402,-97.1740344172,48.1197112594,2008,"16Sep2008"
"FW08ND040",75,"Good","NPL","ND",-396229.720953499,2653656.08138967,-101.170633912,46.7758207457,2008,"07Jul2008"
"FW08ND041",26.68,"Poor","NPL","ND",-577580.170980886,2733138.76524073,-103.611645809,47.3825418731,2009,"27Aug2009"
"FW08ND042",71.4,"Good","NPL","ND",-613742.628569368,2583448.4836881,-103.921973185,46.008942852,2009,"28Jul2009"
"FW08ND043",16.53,"Poor","TPL","ND",-168185.737680589,2556435.33340901,-98.1675759217,45.9788906804,2008,"07Sep2008"
"FW08ND044",19.2,"Poor","NPL","ND",-363632.805088955,2648731.95532548,-100.74279143,46.7467623914,2008,"26Jun2008"
"FW08ND046",51.23,"Fair","NPL","ND",-486574.290947929,2656732.7559841,-102.349091956,46.7541365556,2009,"09Jul2009"
"FW08ND049",38.88,"Poor","NPL","ND",-393748.453983216,2709422.95098347,-101.177930211,47.2802929656,2008,"08Sep2008"
"FW08ND052",54.93,"Fair","NPL","ND",-448481.126225344,2606526.2857144,-101.813307103,46.323994258,2008,"29Jul2008"
"FW08ND053",34.67,"Poor","NPL","ND",-531785.084626428,2761323.53129038,-103.037881589,47.6688575293,2009,"28Aug2009"
"FW08ND054",64.98,"Good","NPL","ND",-427176.291072864,2711769.72425309,-101.618357015,47.284320048,2009,"04Aug2009"
"FW08ND055",12.1,"Poor","TPL","ND",-64251.1558283106,2695653.25401291,-96.8441300765,47.2502139448,2008,"14Sep2008"
"FW08ND056",33.55,"Poor","NPL","ND",-420424.936748512,2651191.94622747,-101.483837414,46.7413643433,2008,"17Jun2008"
"FW08ND057",53.27,"Fair","NPL","ND",-576208.285491966,2682355.96887116,-103.540652265,46.925843364,2008,"07Aug2008"
"FW08ND058",47.08,"Fair","NPL","ND",-599704.389455523,2640163.78980841,-103.801551883,46.5290272151,2009,"29Jul2009"
"FW08ND060",58.92,"Good","NPL","ND",-388231.455525684,2597851.30263459,-101.027965476,46.2768683169,2008,"21Aug2008"
"FW08ND061",61.17,"Good","NPL","ND",-600171.049254285,2785834.9483075,-103.96608032,47.8413849457,2008,"10Sep2008"
"FW08ND063",32.37,"Fair","TPL","ND",-73151.7922052682,2635708.07542873,-96.9531602347,46.7078027307,2008,"13Sep2008"
"FW08ND064",44.6,"Fair","NPL","ND",-506073.693493754,2703966.22487294,-102.645754061,47.1678871153,2009,"04Jun2009"
"FW08ND066",27.12,"Poor","NPL","ND",-506679.791443745,2836701.42230313,-102.777796886,48.3671878618,2009,"18Jun2009"
"FW08ND071",35.07,"Fair","TPL","ND",-78810.5860214047,2704033.88807288,-97.0365986969,47.3247128331,2009,"12Aug2009"
"FW08ND072",60.77,"Good","NPL","ND",-435154.044484782,2633006.74085542,-101.661395811,46.5696983434,2009,"23Jul2009"
"FW08ND074",42.18,"Poor","NPL","ND",-557369.234436547,2574310.94454593,-103.188336158,45.9672142787,2009,"27Jul2009"
"FW08ND079",0.95,"Poor","TPL","ND",-60299.3505910532,2649169.31074415,-96.7871555032,46.8304164472,2008,"01Oct2008"
"FW08ND081",24.02,"Poor","NPL","ND",-442362.937028155,2691895.7421889,-101.801670165,47.0966896792,2009,"19May2009"
"FW08ND086",57.83,"Good","NPL","ND",-466199.09497009,2713397.42231206,-102.131612983,47.2772080319,2009,"07Jul2009"
"FW08ND118",23.98,"Poor","NPL","ND",-433102.660149004,2704230.42490172,-101.690187263,47.2130669439,2009,"28May2009"
"FW08ND138",3.4,"Poor","NPL","ND",-564670.112948843,2580084.08991128,-103.287827419,46.0140707778,2009,"16Jun2009"
"FW08ND142",27.03,"Poor","NPL","ND",-475051.875849824,2620037.72477097,-102.168136383,46.4305192976,2009,"02Jun2009"
"FW08ND161",50.55,"Fair","NPL","ND",-373591.434463097,2712169.92610855,-100.915210018,47.3147840737,2009,"25Jun2009"
"FW08NE001",37.53,"Good","SPL","NE",-628458.074922125,2206004.54955176,-103.716378769,42.6221105441,2008,"11Aug2008"
"FW08NE003",14.25,"Poor","SPL","NE",-265485.568233537,1958255.74986876,-99.1641736065,40.5967962472,2009,"11Jun2009"
"FW08NE005",22.08,"Poor","TPL","NE",-49315.2456961433,2020118.96931545,-96.5925695666,41.1873289591,2009,"27May2009"
"FW08NE006",16.67,"Poor","SPL","NE",-147056.05259762,1968539.33125028,-97.7553919302,40.7159493901,2009,"17Jun2009"
"FW08NE010",47.6,"Good","SPL","NE",-433827.903458026,2027037.83730749,-101.212253999,41.1442113009,2008,"19Aug2008"
"FW08NE012",43.03,"Fair","NPL","NE",-370425.804151227,2209551.84554211,-100.556809343,42.8027954382,2008,"29Jul2008"
"FW08NE013",38.18,"Good","SPL","NE",-571562.531756268,2182188.67346328,-102.998959243,42.4490651472,2008,"16Sep2008"
"FW08NE014",79.22,"Good","SPL","NE",-312024.030844292,1920549.64864701,-99.7008263685,40.2454117134,2008,"22Aug2008"
"FW08NE015",51.25,"Good","SPL","NE",-203968.922600079,1979171.96645695,-98.4377535206,40.7996552121,2009,"03Jun2009"
"FW08NE016",31.72,"Fair","TPL","NE",-45666.7340522991,2016146.77848576,-96.5484547891,41.1520458511,2009,"26May2009"
"FW08NE017",16.45,"Poor","SPL","NE",-632172.182560558,2052728.66999345,-103.611382108,41.2537320121,2008,"22Jul2008"
"FW08NE019",66.75,"Good","NPL","NE",-175464.617566799,2192484.59344505,-98.155006578,42.7117523132,2009,"09Jul2009"
"FW08NE021",33.6,"Fair","SPL","NE",-424226.149042073,2133338.30951674,-101.166484824,42.0973711115,2008,"14Aug2008"
"FW08NE022",29.52,"Fair","SPL","NE",-179370.512761598,1929033.35767713,-98.1304379313,40.3574307462,2009,"29Jul2009"
"FW08NE024",44.83,"Fair","NPL","NE",-279720.109930998,2221972.68373055,-99.4476653771,42.9480446761,2008,"30Jul2008"
"FW08NE025",19.9,"Poor","SPL","NE",-173274.867870947,2047429.72391105,-98.0889675476,41.4156568263,2009,"01Jun2009"
"FW08NE026",9.6,"Poor","SPL","NE",-628776.704615671,2184886.31870047,-103.699312545,42.4335864813,2008,"12Aug2008"
"FW08NE027",33.23,"Fair","SPL","NE",-383593.217824126,1966220.23026621,-100.574560616,40.6249234136,2008,"19Aug2008"
"FW08NE028",16.67,"Poor","SPL","NE",-97123.8991271103,1965053.1382897,-97.158924156,40.6916616626,2009,"28May2009"
"FW08NE030",12.58,"Poor","SPL","NE",-363444.605998519,1921573.1954792,-100.31048413,40.23519944,2008,"21Aug2008"
"FW08NE031",15.03,"Poor","SPL","NE",-228658.172837044,1978122.56494146,-98.7323150543,40.7842923949,2009,"09Jun2009"
"FW08NE032",17.47,"Poor","TPL","NE",-28987.8444947025,2055376.49933399,-96.3498792165,41.5031947431,2009,"23Jun2009"
"FW08NE035",41.4,"Good","TPL","NE",-152711.45644527,2178351.58596755,-97.8722173924,42.5896446071,2009,"06Jul2009"
"FW08NE036",45.43,"Good","TPL","NE",-11916.1074400551,2104134.40678682,-96.1447224941,41.939328973,2009,"22Jun2009"
"FW08NE037",66.45,"Good","SPL","NE",-555669.815766828,2079180.08965154,-102.716022019,41.5408473846,2008,"24Jul2008"
"FW08NE040",63.43,"Good","NPL","NE",-364121.3340821,2219920.90571369,-100.485386503,42.8981733344,2008,"28Jul2008"
"FW08NE041",27.3,"Fair","SPL","NE",-172402.469870904,2003592.55492448,-98.0669606134,41.0243513623,2009,"16Jun2009"
"FW08NE043",42.57,"Good","SPL","NE",-254466.239533036,1964532.85637631,-99.0353202609,40.6560177308,2009,"10Jun2009"
"FW08NE044",34.15,"Fair","SPL","NE",-95992.4904130531,2044307.3123058,-97.1569373874,41.3995558546,2009,"21Jul2009"
"FW08NE045",40.7,"Good","SPL","NE",-490674.813164093,2206479.59079777,-102.030178641,42.7154371927,2008,"13Aug2008"
"FW08NE046",12.43,"Poor","SPL","NE",-244293.694382498,1963913.82219063,-98.913831557,40.6533358583,2009,"08Jun2009"
"FW08NE047",17.65,"Poor","SPL","NE",-258161.969056826,2013798.55622443,-99.0985261837,41.0946563029,2009,"15Jun2009"
"FW08NE048",16.67,"Poor","SPL","NE",-138569.737986882,2075560.76799236,-97.6766494926,41.673105346,2009,"20Jul2009"
"FW08NE050",5.58,"Poor","SPL","NE",-129492.960393854,1915328.91748184,-97.5355204971,40.2437099656,2009,"30Jul2009"
"FW08NE052",44.87,"Good","SPL","NE",-147749.917927831,2046243.87301544,-97.7810541793,41.4097075567,2009,"01Oct2009"
"FW08NE056",37.3,"Poor","NPL","NE",-328916.340024516,2207042.02844373,-100.045521032,42.7971648312,2008,"31Jul2008"
"FW08NE057",20.15,"Poor","SPL","NE",-104222.132222337,2009765.79500359,-97.2506347833,41.0901054632,2009,"22Jul2009"
"FW08NE060",19.15,"Poor","TPL","NE",-50657.9436466551,1988207.41486724,-96.6062567847,40.9022569703,2008,"15Sep2008"
"FW08NE066",47.45,"Good","SPL","NE",-104915.321428107,1895738.74029539,-97.2410837608,40.0720793025,2009,"28Jul2009"
"FW08NE067",41.3,"Poor","NPL","NE",-228694.307490872,2219002.03038685,-98.8180757985,42.9365227942,2009,"08Jul2009"
"FW08NE070",7.03,"Poor","TPL","NE",-76.2168279220283,1996332.9712379,-96.0009130834,40.9762629459,2009,"24Jun2009"
"FW08NE092",18.63,"Poor","SPL","NE",-102067.698418741,2010030.22148975,-97.2248260005,41.0927175494,2009,"29Sep2009"
"FW08NE102",15.45,"Poor","SPL","NE",-445475.599637603,1919180.12805591,-101.279985773,40.1769361023,2009,"30Sep2009"
"FW08NE114",9.1,"Poor","SPL","NE",-142010.804479895,1946780.7367647,-97.6905604359,40.5225350752,2009,"20Aug2009"
"FW08NE166",37.37,"Good","SPL","NE",-473009.418563383,1949368.76474653,-101.626752896,40.431870424,2009,"10Aug2009"
"FW08NE189",34.23,"Fair","SPL","NE",-426784.945014682,2210781.53765031,-101.24963205,42.7877746035,2009,"12Aug2009"
"FW08NH001",63.78,"Good","NAP","NH",1928355.09937394,2457611.82892424,-71.9957249945,42.9110825723,2009,"15Jul2009"
"FW08NH002",68.88,"Good","NAP","NH",1907567.04134462,2542778.50186361,-71.9813282338,43.6961720278,2009,"24Jun2009"
"FW08NH003",64.08,"Good","NAP","NH",1994467.13941947,2524194.2003533,-70.9962082827,43.3365812074,2009,"25Aug2009"
"FW08NH005",30.07,"Poor","NAP","NH",1887160.19529158,2600504.43433971,-72.0481838616,44.2430844219,2008,"19Aug2008"
"FW08NH007",3.58,"Poor","NAP","NH",1888419.25125235,2465507.37200012,-72.448701621,43.0680746016,2008,"04Sep2008"
"FW08NH009",8.75,"Poor","NAP","NH",1887565.56309322,2557175.84435954,-72.1782225148,43.8658088297,2008,"20Aug2008"
"FW08NH010",8.13,"Poor","NAP","NH",1957429.9653122,2497756.56993012,-71.5235051861,43.1931728813,2008,"08Jul2008"
"FW08NH011",17.35,"Poor","NAP","NH",1884986.18380501,2497251.70430827,-72.393438501,43.3511798162,2008,"16Jul2008"
"FW08NH014",14.68,"Poor","NAP","NH",1940758.87573917,2521022.26774399,-71.6500227433,43.432643296,2008,"10Jul2008"
"FW08NH016",2.73,"Poor","NAP","NH",1886188.62512343,2439739.17809475,-72.5530887446,42.8493227188,2008,"03Sep2008"
"FW08NH017",76.2,"Good","NAP","NH",1882691.8747033,2505782.75913435,-72.3950079387,43.4303026982,2008,"14Jul2008"
"FW08NH018",28.62,"Poor","NAP","NH",1947907.05761812,2502512.66601426,-71.6224954843,43.2560426548,2008,"07Aug2008"
"FW08NH020",36.88,"Poor","NAP","NH",1909251.33377194,2678798.94217393,-71.5295197218,44.8733146088,2008,"21Aug2008"
"FW08NH057",24.97,"Poor","NAP","NH",1965067.0210536,2572027.04914132,-71.1952393083,43.8187930524,2009,"20Jul2009"
"FW08NH099",42.03,"Fair","NAP","NH",1985190.35297479,2499572.60546194,-71.1860412798,43.1451480507,2009,"25Jun2009"
"FW08NH104",72.08,"Good","NAP","NH",1946645.02100476,2633393.22101978,-71.2199328808,44.3931921433,2009,"13Jul2009"
"FW08NJ001",37.85,"Poor","CPL","NJ",1806626.13887795,2112240.80721343,-74.4145714578,40.1713822353,2009,"29Jul2009"
"FW08NJ002",19.23,"Poor","NAP","NJ",1739351.55135214,2170857.17237035,-75.0402718829,40.8149393483,2008,"19Jul2008"
"FW08NJ003",21.1,"Poor","SAP","NJ",1814492.19130751,2214218.16827628,-74.0473026245,41.0421194885,2008,"16Jul2008"
"FW08NJ004",60.27,"Good","SAP","NJ",1744367.50122194,2224495.54632778,-74.840221171,41.2724234824,2009,"23Jun2009"
"FW08NJ005",21.15,"Poor","SAP","NJ",1793889.35672727,2148105.47565297,-74.4661451553,40.5088978728,2009,"07Jul2009"
"FW08NJ007",5.8,"Poor","SAP","NJ",1806465.08048874,2197429.75728511,-74.1868363126,40.9125093173,2009,"09Jul2009"
"FW08NJ008",33.68,"Fair","SAP","NJ",1743675.79503983,2221779.43665354,-74.8555478993,41.2501237785,2008,"13Aug2008"
"FW08NJ009",42.2,"Fair","SAP","NJ",1759426.00670134,2120494.97418902,-74.9385144669,40.3369551627,2008,"08Jul2008"
"FW08NJ011",11.78,"Poor","SAP","NJ",1814191.63575587,2193532.70164578,-74.1074486436,40.8628987977,2009,"08Jul2009"
"FW08NJ013",48.08,"Good","SAP","NJ",1745987.82609446,2130509.82682763,-75.0682316597,40.4504712532,2009,"13Jul2009"
"FW08NJ015",16.05,"Poor","SAP","NJ",1748151.94537768,2206760.56833537,-74.8429247143,41.1104585853,2008,"18Jul2008"
"FW08NJ016",49.08,"Good","SAP","NJ",1770823.69758701,2142492.0619166,-74.748642826,40.5060116723,2009,"16Jul2009"
"FW08NJ019",11.25,"Poor","SAP","NJ",1804928.25260584,2218110.15496196,-74.1483307977,41.0954725782,2008,"25Jul2008"
"FW08NJ021",8.73,"Poor","SAP","NJ",1790299.54559901,2160579.73566407,-74.4744372468,40.6246182658,2008,"27Jul2008"
"FW08NJ035",0,"Poor","SAP","NJ",1789749.32677313,2193572.47230286,-74.3921702149,40.9127642379,2009,"05Aug2009"
"FW08NM001",48.57,"Fair","WMT","NM",-945837.629361545,1488325.1615977,-106.604984044,35.9710543661,2008,"05Aug2008"
"FW08NM002",27.97,"Poor","WMT","NM",-928850.423883262,1557050.30961616,-106.500868718,36.5976755447,2008,"25Jul2008"
"FW08NM003",36.95,"Fair","WMT","NM",-819157.294771328,1527387.13774292,-105.236611824,36.4358029198,2008,"23Jul2008"
"FW08NM005",37.18,"Good","SPL","NM",-770428.647710902,1450252.14951009,-104.611687376,35.7908753765,2009,"13May2009"
"FW08NM008",44.5,"Fair","XER","NM",-973463.28997092,1353927.73439536,-106.742491271,34.7501451564,2009,"20May2009"
"FW08NM010",31.07,"Poor","WMT","NM",-866586.347234179,1137539.14270549,-105.337455567,32.9250669642,2009,"21May2009"
"FW08NM012",53.62,"Good","WMT","NM",-866659.62703475,1495538.03255856,-105.7319397,36.110603727,2008,"22Jul2008"
"FW08NM013",26.57,"Fair","SPL","NM",-765099.574325535,1403258.8813853,-104.505553579,35.3770723544,2008,"31Jul2008"
"FW08NM019",31.4,"Poor","WMT","NM",-1118759.15466581,1208337.37512608,-108.125506034,33.3007677125,2009,"28May2009"
"FW08NM022",51.67,"Fair","XER","NM",-1077801.59068114,1587374.20020342,-108.211449818,36.7079257423,2009,"16May2009"
"FW08NM023",20.62,"Poor","SPL","NM",-761392.108641331,1248848.46483702,-104.31475399,34.0048535666,2009,"20May2009"
"FW08NM024",59.15,"Good","XER","NM",-960615.475505477,1399524.641195,-106.658095795,35.1680164996,2009,"21May2009"
"FW08NM025",62,"Good","SPL","NM",-802858.759165109,1391695.31154312,-104.910899047,35.2433125814,2008,"02Aug2008"
"FW08NM026",54.37,"Fair","XER","NM",-1002285.76766655,1064051.36897319,-106.699251721,32.1416941007,2009,"24May2009"
"FW08NM027",26.63,"Poor","XER","NM",-780207.242937179,1184317.2763512,-104.456603426,33.4146195157,2009,"18May2009"
"FW08NM031",30.92,"Poor","WMT","NM",-1170339.0551584,1266621.66068808,-108.762366508,33.7578523855,2009,"29May2009"
"FW08NM034",47.43,"Fair","XER","NM",-982828.186722549,1320892.92351128,-106.803684385,34.4471876075,2009,"22May2009"
"FW08NM035",49.98,"Fair","WMT","NM",-1127808.20634171,1198444.17321672,-108.208810818,33.2025302541,2009,"24May2009"
"FW08NM038",37.68,"Poor","XER","NM",-1058067.35054766,1583872.45634382,-107.985270458,36.6992864227,2009,"13May2009"
"FW08NM039",22.45,"Fair","SPL","NM",-749833.090276143,1297107.87964699,-104.234709156,34.4439106294,2009,"19May2009"
"FW08NM042",49.08,"Fair","XER","NM",-775859.746005703,1083592.9722669,-104.314454461,32.5189796954,2009,"25May2009"
"FW08NM043",28.93,"Poor","WMT","NM",-1164218.47528921,1179078.79232932,-108.57087147,32.9880974228,2009,"27May2009"
"FW08NM045",31.53,"Poor","WMT","NM",-947259.368826817,1532265.08553609,-106.67590622,36.3595147879,2009,"06Jun2009"
"FW08NM047",6.77,"Poor","XER","NM",-1036371.4052359,1181143.34696902,-107.206567822,33.1493765649,2009,"02Jun2009"
"FW08NM048",55.13,"Good","WMT","NM",-808515.957351281,1538982.41007986,-105.129885728,36.5479966608,2009,"30May2009"
"FW08NM061",35.35,"Poor","WMT","NM",-903603.951892354,1575831.06220715,-106.240472046,36.7888588019,2008,"03Aug2008"
"FW08NM064",39.45,"Fair","WMT","NM",-783694.072618542,1564691.93371463,-104.878285388,36.7974147753,2008,"26Sep2008"
"FW08NM069",31.65,"Fair","SPL","NM",-805927.854081974,1451369.43355412,-105.007350002,35.7714623766,2008,"01Aug2008"
"FW08NM070",0,"Poor","XER","NM",-1068589.71073951,1594703.96850115,-108.118744082,36.7833108051,2008,"04Aug2008"
"FW08NM105",51.93,"Good","SPL","NM",-843406.230849467,1398059.11309143,-105.365035208,35.26512908,2009,"26May2009"
"FW08NV003",29,"Poor","XER","NV",-1746778.67315653,2115316.78437395,-116.901528988,40.3165775672,2008,"16Jun2008"
"FW08NV004",51.37,"Fair","XER","NV",-1595409.46181349,2150061.82099959,-115.224255991,40.9031128573,2008,"09Jul2008"
"FW08NV005",30.53,"Poor","XER","NV",-1786825.02281799,1998131.61046928,-117.059520266,39.2179294933,2008,"12Jun2008"
"FW08NV006",50.47,"Fair","XER","NV",-1649598.88556449,2220275.87244691,-116.034269575,41.4176674112,2008,"24Jun2008"
"FW08NV008",64.03,"Good","XER","NV",-1577525.48397489,2239195.58653249,-115.228963293,41.7152201375,2008,"15Jul2008"
"FW08NV009",34.42,"Poor","XER","NV",-1572997.90857884,1851266.48650671,-114.277460389,38.3275079312,2008,"10Jun2008"
"FW08NV010",38.28,"Poor","XER","NV",-1613882.66953418,2257217.71309615,-115.704604548,41.806824609,2008,"25Jun2008"
"FW08NV011",35.77,"Poor","XER","NV",-1684005.59155694,2204381.34800011,-116.398716803,41.2139870946,2008,"25Jun2008"
"FW08NV012",15.42,"Poor","XER","NV",-1911239.74020742,2339068.36035091,-119.443340227,41.9214727659,2008,"03Jun2008"
"FW08NV014",49.67,"Fair","XER","NV",-1626123.40548532,2137911.42098312,-115.554368642,40.7412986765,2008,"26Jun2008"
"FW08NV015",23.42,"Poor","XER","NV",-1663012.11054021,2177137.9170161,-116.083288526,41.0157947248,2008,"27Jun2008"
"FW08NV019",63.02,"Good","XER","NV",-1706424.02408262,2150645.10068043,-116.523521169,40.7024085265,2008,"22Jul2008"
"FW08NV020",16.32,"Poor","XER","NV",-1671656.13641608,1499259.15818599,-114.604291764,35.0742415338,2009,"05Jul2009"
"FW08NV022",32.13,"Poor","XER","NV",-1784008.1420172,2290961.19921556,-117.806045334,41.7717972655,2008,"04Jun2008"
"FW08NV026",41.83,"Poor","XER","NV",-1765944.22072583,2243761.85615171,-117.464669268,41.3973601037,2008,"05Jun2008"
"FW08NV028",69.45,"Good","XER","NV",-1882382.94208913,2272773.48149566,-118.910904633,41.4088438749,2008,"17Jun2008"
"FW08NV029",70.83,"Good","XER","NV",-1576152.22288232,1953173.90940307,-114.541345387,39.2142886121,2008,"11Jun2008"
"FW08NV031",12.95,"Poor","XER","NV",-1645057.52891825,2150289.77539283,-115.806140555,40.8147032251,2008,"18Jun2008"
"FW08NV032",56.43,"Fair","XER","NV",-1631218.36958331,1670170.12744395,-114.531816521,36.6417447024,2008,"10Jun2008"
"FW08NV033",20.7,"Poor","XER","NV",-1678731.00685485,1933390.76861557,-115.667331802,38.8585825878,2008,"11Jun2008"
"FW08NV034",40.72,"Poor","XER","NV",-1814383.08638284,2198998.36490338,-117.909719483,40.9100254331,2008,"24Jul2008"
"FW08NV035",7.07,"Poor","XER","NV",-1726375.65716799,2153166.73402042,-116.762485459,40.6860023404,2008,"17Jun2008"
"FW08NV037",61.18,"Good","XER","NV",-1606122.82820299,2263644.98212488,-115.628516066,41.8772961763,2008,"26Jun2008"
"FW08NV038",9.8,"Poor","XER","NV",-1775479.56669721,2314699.21936209,-117.77072492,41.9957488996,2008,"03Jun2008"
"FW08NV039",44.15,"Fair","XER","NV",-1750002.3316966,2283035.55394371,-117.382987413,41.7712516485,2008,"05Jun2008"
"FW08NV040",50.53,"Fair","XER","NV",-2014977.61181854,2037300.23179904,-119.757304234,39.0821594288,2008,"30Jun2008"
"FW08NV041",30.33,"Poor","XER","NV",-1621231.17984178,2203134.59041154,-115.657142045,41.3203999844,2008,"08Jul2008"
"FW08NV049",30,"Poor","XER","NV",-1757720.07506046,1949461.68461362,-116.604862059,38.8505517042,2008,"31Jul2008"
